7780	219338	縮瞳	縮瞳が見られる。	
7781	219339	腹側	体の腹側だ。	
7782	219340	外転	腕を外転する。	
7783	219341	内転	脚を内転する。	
7784	219342	体幹	体幹の筋トレだ。	
7785	219343	耳炎	外耳炎だ。	
7786	219344	鼠毒	鼠毒に罹る。	
7787	219345	膵管	膵管の閉塞だ。	
7788	219346	瘢痕	手術の瘢痕だ。	
7789	219347	鼻閉	鼻閉が続く。	
7790	219348	水癌	水癌という重い病気だ。	
7791	219349	鶏眼	足に鶏眼ができた。	
7792	219350	黒質	黒質の変性だ。	
7793	219351	髄質	腎の髄質だ。	
7794	219352	骨炎	変形性骨炎だ。	
7795	219353	骨学	骨学を学ぶ。	
7796	219354	膝膕	膝膕の痛みだ。	
7797	219355	膝窩	膝窩動脈だ。	
7798	219356	類洞	肝の類洞だ。	
7799	219357	閉創	閉創して縫合する。	
7800	219358	間質	間質性肺炎だ。	
7801	219359	長頭	長頭型の頭だ。	
7802	219360	短頭	短頭型だ。	
7803	219361	白癜	白癜の治療だ。	
7804	219362	近位	近位の関節だ。	
7805	219363	心肺	心肺停止だ。	
7806	219364	ピカ	ピカの幼児だ。	
7807	219365	血胸	外傷性血胸だ。	
7808	219366	虚血	心筋の虚血だ。	
7809	219367	舌炎	舌炎で痛む。	
7810	219368	膵癌	膵がんの治療だ。	
7811	219369	腰筋	腰筋の痛みだ。	
7812	219370	灌流	血液の灌流だ。	
7813	219371	担癌	担癌状態で暮らす。	
7814	219372	脂漏	脂漏性皮膚炎だ。	
7815	219373	胸管	胸管の損傷だ。	
7816	219374	胆管	胆管がんの検査だ。	
7817	219375	肝斑	顔の肝斑だ。	
7818	219376	異所	異所性妊娠だ。	
7819	219377	拇趾	拇趾外転筋だ。	
7820	219378	汗疱	手の汗疱だ。	
7821	219379	寛解	完全寛解に達する。	
7822	219380	側索	脊髄の側索だ。	
7823	219381	好発	骨転移の好発部位だ。	
7824	219382	経管	経管栄養だ。	
7825	219383	糞塊	腸内の糞塊だ。	
7826	219384	大網	大網に転移する。	
7827	219385	背側	手の背側だ。	
