2280	213612	生地	生地をこねます。	Knead the dough.
2281	213613	生物	彼は生物学者だ。	He is a biologist.
2282	213614	生命	水は生命です。	Water is life.
2283	213615	盛り	彼は働き盛りだ。	He is in the prime of life.
2284	213616	精神	読書は精神を育てる。	Reading develops the mind.
2285	213617	製造	その工場は玩具を製造している。	The factory manufactures toys.
2286	213618	製品	新製品には失望した。	I was disappointed with the new product.
2287	213619	請求	これ全部、請求書。	This is the entire invoice.
2288	213620	青年	青年は失恋した。	The young man was disappointed in love.
2289	213621	税金	税金は収入に基づく。	Taxation is based on income.
2290	213622	石炭	石炭が燃えている。	The coal is burning.
2291	213623	石油	あの国は石油が豊富だ。	That country abounds in oil.
2292	213624	積もる	距離を見積もるのは難しいな。	The distance is hard to estimate.
2293	213625	積極的	あの学生はとても積極的だ。	That student is very active.
2294	213626	責める	心の鬼が身を責める。	Suffer pangs of conscience.
2295	213627	責任	私の責任です。	That's my fault.
2296	213628	跡	足跡があったの。	I found some footprints.
2297	213629	切れ	電話が切れた。	The telephone was still.
2298	213630	切れる	彼は頭が切れる。	He is sharp-witted.
2299	213631	設計	彼がその車を設計した。	He designed the car.
2300	213632	設備	そのホテルは設備がよい。	The hotel has good accommodation.
2301	213633	節	節約したい。	I want to save money.
2302	213634	節約	節約したい。	I want to save money.
2303	213635	説	釈迦に説法。	Don't teach fish to swim.
2304	213636	絶対	絶対確実だ。	There is no doubt.
2305	213637	絶滅	恐竜は大昔に絶滅した。	Dinosaurs became extinct a very long time ago.
2306	213638	舌	彼女は毒舌家だ。	She has a sharp tongue.
2307	213639	先ず	先ずは、名前を決めないとね。	In the first place, we have to decide on the name.
2308	213640	先日	先日彼に会った。	I met him the other day.
2309	213641	占める	漁夫の利を占める。	A third party makes off with the profits.
2310	213642	専攻	専攻は何ですか。	What's your major?
2311	213643	戦い	戦いに勝つ。	We will win the day.
2312	213644	戦う	戦士が戦う。	Warriors fight.
2313	213645	泉	この温泉は穴場だね。	This hot spring is a great find.
2314	213646	船	船を離れろ。	Abandon ship!
2315	213647	選手	彼は野球選手だ。	He is a baseball player.
2316	213648	選択	トムは選択した。	Tom made his choice.
2317	213649	前者	後者より前者の方がいい。	The former is better than the latter.
2318	213650	前進	敵の前進を止めよ。	Stop the advance of the enemy.
2319	213651	善	善は急げだ。	There's no time like the present.
2320	213652	全	全力でやれ。	Give it all you've got.
2321	213653	全く	全くですね。	You're quite right.
2322	213654	全て	潮の全てはひく。	Every tide has its ebb.
2323	213655	全員	全員出席です。	All are present.
2324	213656	全国	ロシア全国を旅した。	I've travelled through the whole of Russia.
2325	213657	全然	いや、全然。	Nope, not at all.
2326	213658	全体	町全体が水没した。	The entire town was under water.
2327	213659	粗	彼は態度が粗野だ。	He is coarse in manner.
2328	213660	粗末	道具を粗末に使うな。	Don't handle these tools roughly.
2329	213661	素	素晴らしい。	Ah, wonderful.
2330	213662	素晴らしい	素晴らしい。	Ah, wonderful.
2331	213663	組	乗組員が多い。	The crew is large.
2332	213664	組む	そろそろ本気で仕事に取り組むころだよ。	It is time you get down to work.
2333	213665	組合	労働組合はストを宣言した。	The labor union called a strike.
2334	213666	組織	計画委員を組織した。	We organized a project team.
2335	213667	訴える	彼はしばしば歯痛を訴える。	He often complains that he has a toothache.
2336	213668	鼠	窮鼠猫を噛む。	A cornered rat will bite a cat.
2337	213669	双子	私は双子です。	I'm a twin.
2338	213670	想像	想像つくよ。	I can imagine.
2339	213671	操作	彼は新しい機械を操作した。	He operated the new machine.
2340	213672	巣	蜘蛛は巣を張る。	A spider weaves a web.
2341	213673	相手	相手が悪かったな。	He chose the wrong man to pick a fight with.
2342	213674	相続	財産を相続する。	I succeed to a fortune.
2343	213675	相当	相当高齢である。	He is well advanced in life.
2344	213676	装置	これは電気を作る装置だ。	This device produces electricity.
2345	213677	霜	霜で花が傷んだ。	Frost touched the flowers.
2346	213678	騒ぎ	何だこの大騒ぎは？	What's the commotion?
2347	213679	騒音	彼は騒音を聞いた。	He heard the noise.
2348	213680	増す	離れてみれば尊敬は増す。	Respect is greater from a distance.
2349	213681	増加	犯罪が増加している。	Crime is on the increase.
2350	213682	贈る	彼女は贈るものを紙で包んだ。	She wrapped some gifts in paper.
2351	213683	側	左側通行です。	Keep to the left.
2352	213684	息	あと一息だ。	We're almost there.
2353	213685	束	約束するよ。	I give you my word.
2354	213686	速度	制限速度ってある？	Is there a speed limit?
2355	213687	続き	悪事続きだ。	When it rains, it pours.
2356	213688	袖	無い袖は振れぬ。	You can't spend what you don't have.
2357	213689	存在	神は存在する。	God is.
2358	213690	孫	孫はいないよ。	I don't have grandchildren.
2359	213691	尊敬	心から尊敬する。	I really respect you.
2360	213692	尊重	彼の感情を尊重しなさい。	Have respect for his feelings.
2361	213693	損	短気は損気。	Haste is waste.
2362	213694	損害	彼は損害を受けた。	He suffered great losses.
2363	213695	他	他にご用は？	Did you want anything else?
2364	213696	他人	他人より身内。	Blood is thicker than water.
2365	213697	多少	彼は多少興奮した。	He was somewhat excited.
2366	213698	多分	多分そうだよ。	Maybe that's right.
2367	213699	太陽	太陽はいいね。	I like the sun.
2368	213700	駄目	いや駄目です。	No, you may not.
2369	213701	体育	トムは体育の先生だ。	Tom is a gym teacher.
2370	213702	体温	体温は正常です。	Your temperature's normal.
2371	213703	対	絶対確実だ。	There is no doubt.
2372	213704	対する	トムは反対するかもよ。	Tom might object.
