9430	221010	チン	電子レンジがチンと鳴る。	
9431	221011	ポン	肩をポンと叩く。	
9432	221012	呵呵	呵呵と笑う。	
9433	221013	戛戛	歯が戛戛と鳴る。	
9434	221014	メー	羊がメーと鳴く。	
9435	221015	がん	がんと壁を殴る。	
9436	221016	かん	鐘がかんと鳴る。	
9437	221017	どん	どんと太鼓を打つ。	
9438	221018	唖々	カラスが唖々と鳴く。	
9439	221019	こん	こんと音がした。	
9440	221020	習習	涼風習習と吹く。	
9441	221021	噁噁	虫が噁噁と鳴く。	
9442	221022	フッ	フッと笑う。	
9443	221023	とん	とんと肩を叩く。	
9444	221024	パチ	パチと目を閉じる。	
9445	221025	ブー	クラクションをブーと鳴らす。	
9446	221026	むむ	むむ、やられたか。	
9447	221027	ペッ	ペッと吐き捨てる。	
9448	221028	ほう	フクロウがほうと鳴く。	
9449	221029	プー	ラッパをプーと吹く。	
9450	221030	きー	きーっと悲鳴を上げる。	
9451	221031	ぽい	ゴミをぽいと捨てる。	
9452	221032	ワン	犬がワンと吠える。	
9453	221033	パフ	パフと汽笛が鳴る。	
9454	221034	泡々	鍋が泡々と煮立つ。	
9455	221035	淡々	淡々と仕事をこなす。	
9456	221036	ちち	ヒナがちちと鳴く。	
9457	221037	ガー	髪をガーと乾かす。	
9458	221038	じー	セミがじーと鳴く。	
9459	221039	けっ	けっ、負けないぞ。	
9460	221040	くい	袖をくいと引く。	
9461	221041	ピッ	ピッと鳴る。	
9462	221042	ぴっ	ぴっと体を伸ばす。	
9463	221043	ブヒ	豚がブヒと鳴く。	
9464	221044	カチン	カチンときて言い返した。	
9465	221045	ゲップ	ゲップが出る。	
9466	221046	ぞっと	背筋がぞっとする。	
9467	221047	ちゅう	ほっぺにちゅうする。	
9468	221048	パチッ	スイッチをパチッと入れる。	
9469	221049	パクリ	パクリと食べる。	
9470	221050	ピクリ	眉がピクリと動く。	
9471	221051	ゴツン	頭をゴツンとぶつける。	
9472	221052	ズシン	ズシンと腰を下ろす。	
9473	221053	ドタン	ドタンと座り込む。	
9474	221054	ポタリ	汗がポタリと落ちる。	
9475	221055	グチャ	グチャとした髪だ。	
9476	221056	がたり	がたりと音がする。	
9477	221057	ざあっ	水がざあっと流れる。	
9478	221058	しんと	夜の街がしんと静まる。	
9479	221059	ドシン	ドシンと落ちる。	
9480	221060	どたり	どたりと座り込む。	
9481	221061	ばさり	翼をばさりと広げる。	
9482	221062	ガツン	ガツンと一撃食らわす。	
9483	221063	ドスン	ドスンと落ちる。	
9484	221064	ガラリ	ドアがガラリと開く。	
9485	221065	グサリ	ナイフがグサリと刺さる。	
9486	221066	ポツリ	ポツリと一言漏らす。	
9487	221067	ぺこん	缶がぺこんと凹む。	
9488	221068	わっと	わっと泣き出す。	
9489	221069	ずぶり	ずぶりと刺し通す。	
9490	221070	うふふ	うふふと笑う。	
9491	221071	えへへ	えへへと照れ笑い。	
9492	221072	ギンッ	ギンッと睨む。	
