3930	215262	足袋	着物に足袋は欠かせません。	In a kimono, tabi can't be absent.
3931	215263	速達	速達でお願いします。	Please send it by special delivery.
3932	215264	速力	彼は全速力で走った。	He ran as fast as his legs could carry him.
3933	215265	属する	彼は上流階級に属する。	He belongs to the upper class.
3934	215266	続々	劇場から続々と人が出てきた。	A stream of people came out of the theater.
3935	215267	卒直	それでは卒直に話し合おうか。	Well, let's talk turkey.
3936	215268	揃える	トムはとっても頭がいいって、人々は口を揃える。	People say Tom is very smart.
3937	215269	損得	損得なしにしよう。	Let's make it a fair trade.
3938	215270	太鼓	太鼓の音が聞こえる。	I hear the drum.
3939	215271	妥当	妥当な価格だね。	That's a fair price.
3940	215272	楕円	卵は、真ん丸ではなく楕円です。	An egg is not round but oval.
3941	215273	体系	日本語の表記体系は不満かい？	Are you not satisfied with the Japanese writing system?
3942	215274	体制	兵士達は厳戒体制にあった。	The soldiers were on the alert.
3943	215275	体積	体積を計算するなら、縦と横と深さを掛ければよい。	To calculate the volume, multiply the length by the width by the depth.
3944	215276	体操	体操の時間です！	It's time for gymnastics!
3945	215277	対策	対策に関する討議が行われた。	There was a discussion on the measures.
3946	215278	対照	犬と猫は対照的である。	A cat contrasts with a dog well.
3947	215279	待合室	彼は待合室を見回した。	He looked around the waiting room.
3948	215280	怠る	連絡を怠るな。	Don't neglect reaching out.
3949	215281	貸し出し	貸し出しは何冊までですか？	How many books can I borrow?
3950	215282	貸家	その家は貸家です。	The house is to let.
3951	215283	貸間	この部屋は貸間です。	This room is for rent.
3952	215284	退く	退くのは無理、だって私の本質だ。	I can't quit it, it's my personality.
3953	215285	代名詞	「クレオパトラ」は美人の代名詞になっている。	The name Cleopatra has become a byword for a beautiful woman.
3954	215286	大して	大して難しくないよ。	It's not very difficult.
3955	215287	大学院	トムは大学院生です。	Tom is a graduate student.
3956	215288	大工	彼の職業は大工です。	He is a carpenter by trade.
3957	215289	大小	道路上の大小の石に気をつけなさい。	Watch out for big and small stones on the road!
3958	215290	大層	ロシア語は大層学びにくい。	Russian is very difficult to learn.
3959	215291	大通り	あれがこの町の大通りだ。	That is the main street of this city.
3960	215292	大木	大木が倒れた。	A large tree fell down.
3961	215293	題名	その映画の題名は覚えてないんだ。	I don't remember the title of that movie.
