7230	218784	ラビー	ラビーの画面だ。	
7231	218785	リドゥ	リドゥで戻す。	
7232	218786	ロガー	ロガーを仕込む。	
7233	218788	印字欄	印字欄に収める。	
7234	218789	演算器	演算器の回路だ。	
7235	218790	演算部	命令の演算部だ。	
7236	218791	欧字列	欧字列を入力する。	
7237	218792	仮原文	仮原文で置き換える。	
7238	218793	仮手続	仮手続を呼ぶ。	
7239	218794	仮想局	仮想局を設定する。	
7240	218795	仮配列	仮配列を渡す。	
7241	218796	開き口	開き口の面積だ。	
7242	218797	拡散率	拡散率が高い。	
7243	218798	活用率	機器の活用率だ。	
7244	218799	環境句	環境句の指定だ。	
7245	218800	関連図	関連図を描く。	
7246	218801	基底解	基底解を求める。	
7247	218802	基本外	基本外の変数だ。	
7248	218803	基本名	基本名で参照する。	
7249	218804	記憶列	記憶列に展開する。	
7250	218805	記述項	ファイル記述項だ。	
7251	218806	記述名	記述名を付ける。	
7252	218807	記法名	記法名を指定する。	
7253	218808	逆編集	逆編集して戻す。	
7254	218809	局管理	局管理の機能だ。	
7255	218810	空白列	空白列で区切る。	
7256	218811	係数器	係数器を接続する。	
7257	218812	継続文	継続文で連結する。	
7258	218813	検索者	検索者の操作だ。	
7259	218814	原稿台	原稿台に載せる。	
7260	218815	原資料	原資料に当たる。	
7261	218816	源項目	源項目を取り込む。	
7262	218817	現属性	現属性を調べる。	
7263	218818	現付番	現付番を確認する。	
7264	218819	現要素	現要素を処理する。	
7265	218820	呼処理	呼処理の遅延だ。	
7266	218821	誤差幅	誤差幅を確認する。	
7267	218822	公開鍵	公開鍵を配布する。	
7268	218823	公開文	公開文として配布する。	
7269	218824	構成節	構成節に書く。	
7270	218825	行起点	行起点に戻る。	
7271	218826	行始端	行始端に移動する。	
7272	218827	行方向	行方向の指定だ。	
7273	218828	左方端	左方端に揃える。	
7274	218829	細胞状	細胞状の構造だ。	
7275	218830	雑時間	雑時間を削減する。	
7276	218831	散布度	散布度を測る。	
7277	218832	散布量	散布量が多い。	
7278	218833	算術文	算術文を追加する。	
7279	218834	始端部	レコードの始端部だ。	
7280	218835	子操作	子操作を定義する。	
7281	218836	指動輪	指動輪で調整する。	
7282	218837	試験群	試験群を実施する。	
7283	218838	字方向	字方向の設定だ。	
7284	218839	字類名	字類名で判別する。	
7285	218840	実験網	実験網で試す。	
7286	218841	実体文	実体文を置換する。	
7287	218842	実体木	実体木を辿る。	
7288	218843	手順名	手順名を指定する。	
7289	218844	終端間	終端間の遅延だ。	
7290	218845	終着局	終着局まで繋ぐ。	
7291	218846	従属局	従属局の応答だ。	
7292	218847	準内字	準内字の文字だ。	
7293	218848	順読み	ファイルを順読みする。	
7294	218849	照合機	照合機で照合する。	
7295	218850	上下列	上下列に接続する。	
7296	218851	情報群	情報群の単位だ。	
7297	218852	条件名	条件名を定義する。	
7298	218853	信号局	信号局の中継だ。	
7299	218854	新規呼	新規呼の受理だ。	
7300	218855	真空槽	真空槽に収める。	
7301	218856	親操作	親操作に戻る。	
7302	218857	数字句	数字句に分解する。	
7303	218858	数値語	数値語を格納する。	
7304	218859	製表機	製表機で集計する。	
7305	218860	穿孔部	穿孔部で読み取る。	
7306	218861	組始端	組始端に揃える。	
7307	218862	組終端	組終端まで伸ばす。	
7308	218863	層管理	層管理の機能だ。	
7309	218864	総括票	総括票を添付する。	
7310	218865	下肢	下肢の浮腫みだ。	
7311	218866	角膜	角膜に傷がつく。	
7312	218867	肝炎	ウイルス性肝炎だ。	
7313	218868	肝臓	肝臓の数値が悪い。	
7314	218869	関節	関節が痛む。	
7315	218870	気管	気管に異物が詰まる。	
7316	218871	急性	急性の肺炎だ。	
7317	218872	鼓膜	鼓膜が破れた。	
7318	218873	梗塞	心筋梗塞を起こす。	
7319	218874	骨髄	骨髄移植だ。	
7320	218875	昏睡	昏睡状態に陥る。	
7321	218876	湿疹	手に湿疹が出る。	
7322	218877	疾患	生活習慣病の疾患だ。	
7323	218878	腫瘍	悪性腫瘍だ。	
7324	218879	食道	食道がんの検診だ。	
7325	218880	腎臓	腎臓の働きが落ちる。	
7326	218881	静脈	静脈に注射する。	
7327	218882	脊髄	脊髄の損傷だ。	
7328	218883	赤痢	赤痢菌に感染する。	
7329	218884	前庭	内耳の前庭だ。	
7330	218885	堕胎	堕胎の手続きだ。	
7331	218886	打診	胸を打診する。	
7332	218887	体型	痩せ型の体型だ。	
7333	218888	胎盤	胎盤が剥がれる。	
7334	218889	大腸	大腸内視鏡検査だ。	
7335	218890	大脳	大脳の働きだ。	
7336	218891	中耳	中耳炎を起こす。	
7337	218892	点滴	点滴を打つ。	
7338	218893	頭骨	頭骨の骨折だ。	
7339	218894	動脈	動脈硬化だ。	
7340	218895	軟骨	膝の軟骨が減る。	
7341	218896	難聴	急性的な難聴だ。	
7342	218897	難病	指定難病だ。	
7343	218898	粘膜	粘膜が弱っている。	
7344	218899	脳炎	脳炎を起こす。	
7345	218900	脳波	脳波を取る。	
7346	218901	肺炎	肺炎で入院する。	
7347	218902	白線	腹の白線だ。	
7348	218903	肥大	心臓の肥大だ。	
7349	218904	貧血	ひどい貧血だ。	
7350	218905	浮腫	脚に浮腫がある。	
7351	218906	負荷	運動負荷のテストだ。	
7352	218907	腹部	腹部のエコーだ。	
7353	218908	慢性	慢性の関節炎だ。	
7354	218909	盲腸	盲腸の手術だ。	
7355	218910	網膜	網膜剥離だ。	
7356	218911	癒着	腸の癒着だ。	
7357	218912	卵巣	卵巣のう腫だ。	
7358	218913	喘息	喘息の発作が出る。	
7359	218914	嘔吐	嘔吐感が続く。	
7360	218915	悪阻	悪阻がひどい。	
7361	218916	上唇	上唇が乾く。	
7362	218917	萎縮	筋肉の萎縮だ。	
7363	218918	失神	立ちくらみで失神する。	
7364	218919	投与	薬を投与する。	
7365	218920	心筋	心筋の収縮だ。	
7366	218921	転移	肺への転移だ。	
7367	218922	症例	症例を報告する。	
7368	218923	耐性	薬への耐性がつく。	
7369	218924	発症	発症から三年が経つ。	
7370	218925	カタル	鼻カタルだ。	
7371	218926	チフス	腸チフスに罹る。	
7372	218927	ポリオ	ポリオの予防接種だ。	
7373	218928	肝硬変	肝硬変から発がんする。	
7374	218929	気管支	気管支ぜん息だ。	
7375	218930	狭心症	狭心症の発作だ。	
7376	218931	血友病	血友病の補充療法だ。	
7377	218932	呼吸器	呼吸器内科だ。	
7378	218933	後遺症	後遺症が残る。	
7379	218934	甲状腺	甲状腺の検査だ。	
7380	218935	高血圧	高血圧の治療だ。	
7381	218936	合併症	糖尿病の合併症だ。	
7382	218937	自閉症	自閉症スペクトラムだ。	
7383	218938	症候群	ダウン症候群だ。	
7384	218939	心不全	慢性心不全だ。	
7385	218940	中耳炎	急性中耳炎だ。	
7386	218941	伝染病	伝染病の隔離だ。	
7387	218942	糖尿病	糖尿病の食事療法だ。	
7388	218943	脳出血	脳出血で倒れる。	
7389	218944	脳卒中	脳卒中の発作だ。	
7390	218945	肺結核	肺結核の治療だ。	
7391	218946	白血病	急性白血病だ。	
7392	218947	不整脈	不整脈の治療だ。	
7393	218948	不眠症	不眠症に悩む。	
7394	218949	副作用	薬の副作用だ。	
7395	218950	うつ病	うつ病の治療だ。	
7396	218951	内分泌	内分泌腺だ。	
7397	218952	泌尿器	泌尿器科だ。	
7398	218953	処方箋	処方箋を出す。	
7399	218954	消化器	消化器の検査だ。	
7400	218955	循環器	循環器内科だ。	
7401	218956	成人病	成人病の予防だ。	
7402	218957	大動脈	大動脈の解離だ。	
7403	218958	白内障	白内障の手術だ。	
7404	218959	水俣病	水俣病の公害だ。	
7405	218960	認知症	認知症の介護だ。	
7406	218961	コレラ	コレラの流行だ。	
7407	218962	副反応	ワクチンの副反応だ。	
7408	218963	アトピー	アトピーの肌だ。	
7409	218964	ヘルニア	腰椎のヘルニアだ。	
7410	218965	ベクター	蚊はマラリアのベクターだ。	
7411	218966	ポリープ	大腸のポリープだ。	
7412	218967	マラリア	マラリアに感染する。	
7413	218968	拒絶反応	臓器移植の拒絶反応だ。	
7414	218969	体外受精	体外受精で妊娠した。	
7415	218970	動脈硬化	動脈硬化の検査だ。	
7416	218971	血液検査	血液検査の結果だ。	
7417	218972	対症療法	対症療法にとどまる。	
7418	218973	アキレス腱	アキレス腱が切れた。	
7419	218974	カテーテル	心臓カテーテル検査だ。	
7420	218975	ニューロン	脳のニューロンだ。	
7421	218976	ジストロフィー	筋ジストロフィーだ。	
7422	218977	クレアチニンクリアランス	腎機能のクレアチニンクリアランスだ。	
7423	218978	新型コロナウイルス感染症	新型コロナウイルス感染症の流行だ。	
7424	218979	痰	痰が切れない。	
7425	218980	踝	踝を捻挫した。	
7426	218981	癤	顔に癤ができた。	
7427	218982	頤	頤の骨が痛む。	
7428	218983	髄	骨の髄まで抜く。	
7429	218984	腔	口腔とも言う腔だ。	
