8330	219910	確知	事実を確知する。	
8331	219911	私訴	私訴を提起する。	
8332	219912	遺言	遺言を残す。	
8333	219913	人損	人損事故の賠償だ。	
8334	219914	発付	逮捕状が発付された。	
8335	219915	対償	労務の対償だ。	
8336	219916	量定	刑の量定だ。	
8337	219917	国賠	国賠訴訟を起こす。	
8338	219918	二審	二審でも有罪だ。	
8339	219919	減軽	刑を減軽する。	
8340	219920	医師法	医師法に基づく免許だ。	
8341	219921	外為法	外為法の規制だ。	
8342	219922	禁反言	禁反言の法理だ。	
8343	219923	原判決	原判決を取り消す。	
8344	219924	工作物	工作物の責任だ。	
8345	219925	再犯者	再犯者の再更生だ。	
8346	219926	参考人	参考人として呼ばれる。	
8347	219927	事業主	事業主の責任だ。	
8348	219928	主犯者	主犯者が逮捕された。	
8349	219929	召喚状	召喚状が届く。	
8350	219930	少年法	少年法の改正だ。	
8351	219931	不文法	不文法の伝統だ。	
8352	219932	有体物	有体物の所有権だ。	
8353	219933	違警罪	旧刑法の違警罪だ。	
8354	219934	遺言者	遺言者の意思だ。	
8355	219935	控訴権	控訴権を放棄する。	
8356	219936	破防法	破防法による規制だ。	
8357	219937	破産法	破産法の改正だ。	
8358	219938	禁治産	禁治産宣告の旧制度だ。	
8359	219939	堕胎罪	堕胎罪の廃止が論じられる。	
8360	219940	放送法	放送法の改正議論だ。	
8361	219941	親告罪	名誉毀損は親告罪だ。	
8362	219942	自由刑	懲役は自由刑の一種だ。	
8363	219943	自然人	自然人と法人だ。	
8364	219944	追起訴	追起訴される。	
8365	219945	不作為	不作為による放火だ。	
8366	219946	成文法	成文法による規定だ。	
8367	219947	成文律	成文律に表れない慣習だ。	
8368	219948	電波法	電波法の免許制度だ。	
8369	219949	会社法	会社法上の機関設計だ。	
8370	219950	傷害罪	傷害罪で逮捕された。	
8371	219951	詐欺罪	詐欺罪の容疑だ。	
8372	219952	訴訟法	民事訴訟法だ。	
8373	219953	強制力	法律の強制力だ。	
8374	219954	漁業法	漁業法の許可だ。	
8375	219955	慣習法	慣習法として認められる。	
8376	219956	森林法	森林法の開発規制だ。	
8377	219957	最賃法	最賃法に基づく額だ。	
8378	219958	道交法	道交法違反だ。	
8379	219959	強姦罪	強姦罪の法定刑引き上げだ。	
8380	219960	消防法	消防法の点検義務だ。	
8381	219961	実定法	実定法上の根拠だ。	
8382	219962	横領罪	業務上横領罪だ。	
8383	219963	海洋法	国連海洋法条約だ。	
8384	219964	初犯者	初犯者には寛大に。	
8385	219965	大会社	大会社は監査等委員会設置だ。	
8386	219966	内閣法	内閣法の規定だ。	
8387	219967	銃刀法	銃刀法違反だ。	
8388	219968	国籍法	国籍法の改正だ。	
8389	219969	統計法	統計法の秘密保護だ。	
8390	219970	労組法	労組法上の不当労働行為だ。	
8391	219971	衡平法	英米法の衡平法だ。	
8392	219972	基本権	基本権の保障だ。	
8393	219973	社会権	生存権は社会権だ。	
8394	219974	法人格	法人格を取得する。	
8395	219975	和解案	裁判所の和解案だ。	
8396	219976	医療法	医療法の広告規制だ。	
8397	219977	公訴権	公訴権の濫用だ。	
8398	219978	港則法	港則法の航行制限だ。	
8399	219979	大震法	大震法に基づく警戒宣言だ。	
8400	219980	大店法	大店法の規制緩和だ。	
8401	219981	公選法	公選法の選挙区改正だ。	
8402	219982	出資法	出資法の上限金利だ。	
8403	219983	準強姦	準強姦罪の廃止と統合だ。	
8404	219984	刑事罰	刑事罰の対象だ。	
8405	219985	自然犯	殺人は自然犯だ。	
8406	219986	法定犯	交通違反は法定犯だ。	
8407	219987	日銀法	日銀法の金融政策決定会合だ。	
8408	219988	姦淫罪	旧刑法の姦淫罪だ。	
8409	219989	既判力	判決の既判力だ。	
8410	219990	確定力	判決の確定力だ。	
8411	219991	争点効	争点効の理論だ。	
8412	219992	信義則	信義則上の義務だ。	
8413	219993	判例集	最高裁判所判例集だ。	
8414	219994	弁護側	弁護側の立証だ。	
8415	219995	検察側	検察側の論告だ。	
8416	219996	準抗告	勾留決定に準抗告する。	
8417	219997	兵役法	旧兵役法の徴兵制だ。	
8418	219998	制定法	制定法上の根拠が必要だ。	
8419	219999	準拠法	契約の準拠法を定める。	
8420	220000	特商法	特商法のクーリングオフだ。	
8421	220001	銀行法	銀行法上の区分だ。	
8422	220002	重過失	重過失による事故だ。	
8423	220003	契約法	契約法の一般原則だ。	
8424	220004	労基法	労基法の三十六協定だ。	
8425	220005	共謀罪	共謀罪の議論だ。	
8426	220006	不遡及	法律の不遡及の原則だ。	
8427	220007	事後審	事後審の構造だ。	
8428	220008	タリオ	タリオの法則だ。	
8429	220009	予備罪	私戦予備罪だ。	
8430	220010	元号法	元号法に基づく改元だ。	
8431	220011	審査権	違憲審査権だ。	
8432	220012	鉱業法	鉱業法の採掘権だ。	
8433	220013	信託法	信託法上の受益権だ。	
8434	220014	幇助罪	幇助罪の成立だ。	
8435	220015	主尋問	主尋問を開始する。	
8436	220016	特飲店	特飲店の営業規制だ。	
8437	220017	中止犯	中止犯による減免だ。	
8438	220018	特措法	新型コロナ特措法だ。	
8439	220019	証明力	証拠の証明力だ。	
8440	220020	刑訴法	刑訴法の原則だ。	
8441	220021	市街化	市街化調整区域だ。	
8442	220022	砂防法	砂防指定地の指定だ。	
8443	220023	施行令	内閣府施行令だ。	
8444	220024	暴行罪	暴行罪で書類送検だ。	
8445	220025	細街路	細街路の救済措置だ。	
8446	220026	留置権	商事留置権だ。	
8447	220027	企業法	企業法の講義だ。	
8448	220028	国会法	国会法の会期延長だ。	
8449	220029	旅券法	旅券法に基づく返納だ。	
8450	220030	財政法	財政法の四条だ。	
8451	220031	会計法	会計法上の支出負担行為だ。	
8452	220032	酒税法	酒税法の税率改正だ。	
8453	220033	関税法	関税法の改正だ。	
8454	220034	測量法	測量法の基準点だ。	
8455	220035	道路法	道路法の認定だ。	
8456	220036	河川法	河川法の治水だ。	
8457	220037	景観法	景観法の届出だ。	
8458	220038	警察法	警察法上の組織だ。	
8459	220039	採石法	採石法の許可だ。	
8460	220040	種苗法	種苗法の品種登録だ。	
8461	220041	医事法	医事法の講義だ。	
8462	220042	供託法	供託法の手続きだ。	
8463	220043	郵便法	郵便法上の補償だ。	
8464	220044	意匠法	意匠法の登録だ。	
8465	220045	本国法	本国法による判断だ。	
8466	220046	親族法	親族法の改正だ。	
8467	220047	相続法	相続法の講義だ。	
8468	220048	日本法	日本法では違法だ。	
8469	220049	常居所	常居所地法だ。	
8470	220050	拘禁刑	拘禁刑の一律導入だ。	
8471	220051	拘禁者	拘禁者の権利だ。	
8472	220052	検疫法	検疫法の停留だ。	
8473	220053	無主物	無主物の先占だ。	
8474	220054	過疎法	過疎法の支援策だ。	
8475	220055	判決書	判決書が交付される。	
8476	220056	主犯格	主犯格として逮捕された。	
8477	220057	和解金	和解金を支払う。	
8478	220058	脱税犯	脱税犯として起訴された。	
8479	220059	温対法	温対法の排出報告だ。	
8480	220060	行政罰	行政罰を科す。	
8481	220061	売防法	売防法による規制だ。	
8482	220062	伝産法	伝産法の指定だ。	
8483	220063	暴対法	暴対法の排除条項だ。	
8484	220064	旧民法	旧民法の民法典論争だ。	
8485	220065	災対法	災対法の避難指示だ。	
8486	220066	報労金	遺失物の報労金だ。	
8487	220067	ＰＬ法	ＰＬ法による賠償責任だ。	
8488	220068	限時法	限時法の効力だ。	
8489	220069	翻案権	小説の翻案権だ。	
8490	220070	受寄者	受寄者の善管注意義務だ。	
8491	220071	国土法	国土法の届出だ。	
8492	220072	遡及法	遡及法の合憲性だ。	
8493	220073	商標法	商標法の登録出願だ。	
8494	220074	判決例	判決例に照らす。	
8495	220075	行使罪	偽造通貨の行使罪だ。	
8496	220076	連続犯	連続犯として一罪扱いだ。	
8497	220077	私法人	私法人の類型だ。	
8498	220078	特例法	特例法が一般法に優先する。	
8499	220079	身分犯	公務員の身分犯だ。	
8500	220080	加重犯	結果の加重犯だ。	
8501	220081	性交等	不同意性交等罪だ。	
8502	220082	三審制	三審制の裁判体系だ。	
8503	220083	合議審	合議審の判決だ。	
8504	220084	財産犯	財産犯の類型だ。	
8505	220085	財産罪	財産罪の保護法益だ。	
8506	220086	毀棄罪	私用文書等毀棄罪だ。	
8507	220087	隠匿罪	死体遺棄・隠匿罪だ。	
8508	220088	領得罪	占有離脱物横領は領得罪だ。	
8509	220089	牽連犯	牽連犯の科刑だ。	
8510	220090	執行権	裁判の執行権だ。	
8511	220091	提訴人	提訴人の主張だ。	
8512	220092	参加人	訴訟参加人だ。	
8513	220093	景表法	景表法の排除命令だ。	
8514	220094	能力者	能力者を登用する。	
8515	220095	能開法	能開法の認定講習だ。	
8516	220096	人身保護	人身保護法の請求だ。	
8517	220097	先取特権	動産の先取特権だ。	
8518	220098	不可抗力	不可抗力による遅延だ。	
8519	220099	民事事件	民事事件の調停だ。	
8520	220100	無限責任	無限責任を負う。	
8521	220101	養子縁組	養子縁組を届け出る。	
8522	220102	各種学校	各種学校の認可だ。	
8523	220103	証拠隠滅	証拠隠滅の疑いだ。	
8524	220104	無実の罪	無実の罪を着せられる。	
8525	220105	無能力者	無能力者との取引だ。	
8526	220106	禁治産者	禁治産者宣告の制度だ。	
8527	220107	属人主義	属人主義による適用だ。	
8528	220108	属地主義	属地主義の適用範囲だ。	
8529	220109	著作権法	著作権法三十条の引用だ。	
8530	220110	皇室典範	皇室典範の継承順位だ。	
8531	220111	物的証拠	物的証拠の提出だ。	
8532	220112	国民審査	最高裁判事の国民審査だ。	
8533	220113	国家賠償	国家賠償請求訴訟だ。	
8534	220114	失踪宣告	失踪宣告の審判だ。	
8535	220115	逸失利益	将来の逸失利益だ。	
8536	220116	死体遺棄	死体遺棄罪で起訴された。	
8537	220117	尋問調書	尋問調書が証拠採用された。	
8538	220118	心神喪失	心神喪失で責任無能力だ。	
8539	220119	強制執行	強制執行を申し立てる。	
8540	220120	法律行為	法律行為の当事者だ。	
8541	220121	集団訴訟	集団訴訟を起こす。	
8542	220122	確定判決	確定判決の効力だ。	
8543	220123	業務妨害	威力業務妨害罪だ。	
8544	220124	施行規則	労働者災害補償保険法施行規則だ。	
8545	220125	出頭命令	国会への出頭命令だ。	
8546	220126	被相続人	被相続人の債務だ。	
8547	220127	身体傷害	身体傷害を負う。	
8548	220128	地方税法	地方税法の住民税だ。	
8549	220129	直接尋問	直接尋問のプロセスだ。	
8550	220130	身柄送検	身柄送検される。	
8551	220131	器物損壊	器物損壊罪だ。	
