2830	214162	友情	焼もちは友情の敵だ。	Jealousy is an enemy to friendship.
2831	214163	友人	なんて友人だ。	What a friend you are!
2832	214164	有る	彼は学生に人気が有る。	He's popular with the students.
2833	214165	有効	切符は三日間有効だ。	The ticket holds good for three days.
2834	214166	有能	彼は有能な弁護士だ。	He is a capable lawyer.
2835	214167	有利	万事は我々に有利だ。	Circumstances are entirely favorable to us.
2836	214168	誘う	宇宙の果てへと私を誘う。	I am invited to the end of the universe.
2837	214169	郵便	郵便が届いた。	The mail has arrived.
2838	214170	夕べ	夕べ大雪が降った。	It snowed a good deal last night.
2839	214171	予期	予期せぬ困難が起こった。	Some unexpected difficulties have arisen.
2840	214172	予算	予算案は上院を通過した。	The budget passed the Upper House.
2841	214173	予測	何が起こるか予測できない。	We cannot predict what will happen.
2842	214174	予報	予報通り、雪が降った。	It snowed as was forecast.
2843	214175	予防	治療よりも予防。	Prevention is better than cure.
2844	214176	余り	余り楽しくなかったな。	I didn't enjoy it very much.
2845	214177	余分	余分な金はない。	We have no spare money.
2846	214178	余裕	買える余裕あるの？	Can you afford that?
2847	214179	与える	豚に真珠を与えるな。	Cast not pearls before swine.
2848	214180	預ける	フロントに預けるといいよ。	You had better check them at the front desk.
2849	214181	幼い	アンは幼い少女です。	Ann is a little girl.
2850	214182	容易	減量は容易くない。	Losing weight isn't easy.
2851	214183	曜日	土曜日だよ。	It is Saturday.
2852	214184	様	お気の毒様。	I am sorry for you.
2853	214185	様々	彼の庭はいつも様々な花が咲く。	Many kinds of flowers always come out in his garden.
2854	214186	様子	様子を見て来て。	Go check on things.
2855	214187	用いる	イギリス人が用いる表現はたくさんある。	There are a lot of expressions used by English people.
2856	214188	用心	用心しなさい。	Take care.
2857	214189	要するに	要するに人生は短い。	In a word, life is short.
2858	214190	要求	要求は認められた。	The request was granted.
2859	214191	要素	教育は重要な要素である。	Education is a critical element.
2860	214192	要点	本の要点を抜粋した。	I made an abstract of a book.
2861	214193	陽気	彼は陽気に笑った。	He laughed a merry laugh.
2862	214194	浴びる	シャワーを浴びる。	I'm taking a shower.
2863	214195	翼	鳥は翼で飛ぶ。	Birds fly with their wings.
2864	214196	裸	王様は裸だ！	The king is naked!
2865	214197	来	来て下さい。	Please come.
2866	214198	頼る	彼に頼るな。	Don't rely on him.
2867	214199	雷	避雷針って何？	What's a lightning rod?
2868	214200	嵐	嵐は静まった。	The storm has died down.
2869	214201	利益	利益は税金抜きですか。	Are the profits exclusive of taxes?
2870	214202	利口	お利口さんね。	You're a good boy.
2871	214203	履く	木靴を履くのが好きだ。	I like to wear clogs.
2872	214204	理解	理解できるよ。	I can understand it.
2873	214205	理想	彼は私の理想の人よ。	He is my Mr Right.
2874	214206	裏切る	友達の信頼を決して裏切るな。	Never betray the trust of your friends.
2875	214207	離す	手を離すなよ。	Don't let go.
2876	214208	離れる	今夜、東京を離れるよ。	I'll leave Tokyo tonight.
2877	214209	離婚	離婚するの？	Are you getting divorced?
2878	214210	陸	陸が見えてきた。	Land came in sight.
2879	214211	率	軽率でした。	I was careless.
2880	214212	立ち上がる	立ち上がるの手伝って。	Help me up.
2881	214213	立場	私の立場になってくれ。	Please put yourself in my place.
2882	214214	立派	立派ですね。	It's magnificent.
2883	214215	流す	電線は電気を流す。	Wires carry electricity.
2884	214216	流れ	河童の川流れ。	The best swimmers are oftenest drowned.
2885	214217	流れる	水は低きに流れる。	Water finds its own level.
2886	214218	流行	流行を追うな。	Don't follow fashion.
2887	214219	留める	彼が言ったことなど気に留めるな。	Don't take any notice of what he said.
2888	214220	留学	私は留学したい。	I want to study abroad.
