5580	216912	司法	司法書士に尋ねてみてください。	Try asking a judicial scrivener.
5581	216913	始発	始発は何時に出ますか。	What time does the first train leave?
5582	216914	始末	後始末が大変だよ。	Afterwards there will be hell to pay.
5583	216915	子息	ご子息のご結婚を心よりお祝い申し上げます。	Please accept our heartiest congratulations on the marriage of your son.
5584	216916	市街	地下鉄は、市街電車よりはやい。	The subway is faster than the streetcar.
5585	216917	志	闘志を燃やせ！	Channel your fighting spirit!
5586	216918	志す	彼はやろうと志すものは、何でもやり遂げる。	He accomplishes whatever he sets out to do.
5587	216919	志向	その会社の強さは未来志向の戦略によって生みだされている。	The strength of the firm is attributed to its future-oriented strategy.
5588	216920	志望	彼女はデザイナー志望だ。	She wants to be a designer.
5589	216921	思い付き	何か良い計画を思い付きましたか。	Have you thought of any good plans?
5590	216922	思考	偉大な思考は心より生じる。	Great thoughts come from the heart.
5591	216923	指揮	彼が我が軍の指揮官です。	He is commander of our troops.
5592	216924	指差す	人を指差すのは無作法だ。	It is bad manners to point at people.
5593	216925	指示	彼の指示は明白だった。	He was explicit in his instruction.
5594	216926	指図	私は誰の指図も受けない。	No one shall dictate to me.
5595	216927	指摘	彼女は私の誤りを指摘した。	She pointed out my mistake.
5596	216928	指令	戦勝国は敗戦国に講和条件を指令した。	The victorious country dictated the terms of peace to the defeated country.
5597	216929	支持	僕は彼を支持した。	I stood for him.
5598	216930	施す	人々に善行を施すのに積極的であれ。	Be active in doing good for people.
5599	216931	施行	その法律は即日施行された。	The law came into effect on the day it was proclaimed.
5600	216932	施設	宿泊施設を捜しています。	We are looking for lodging accommodations.
5601	216933	死	死なないで。	Please don't die!
5602	216934	死刑	死刑には反対です。	We're against the death penalty.
5603	216935	私物	誰かに私物を盗まれた。	Someone stole my belongings.
5604	216936	私有	彼はわれわれの私有地に不法侵入している、無断で通っている。	He is trespassing on our private property.
5605	216937	私用	私用の新しい傘を買おっと。	I'm buying myself a new umbrella.
5606	216938	脂肪	あたし、低脂肪乳ね。	Low-fat milk for me.
5607	216939	至って	至って普通のことです。	It's very ordinary.
5608	216940	視覚	視覚は五感の１つである。	Sight is one of the five senses.
5609	216941	視察	私はその視察旅行に加わった。	I joined the study tour.
5610	216942	視点	全体を見渡す視点が大事。	An extensive viewpoint that covers everything is important.
5611	216943	視野	旅行は人の視野を広める。	Travel broadens one's horizons.
5612	216944	試み	心肺蘇生法を試みる。	I'm going to attempt CPR.
5613	216945	試みる	心肺蘇生法を試みる。	I'm going to attempt CPR.
5614	216946	資格	彼は受験資格がない。	He is not qualified to take the examination.
5615	216947	資金	資金を調達する。	I raise funds.
5616	216948	資産	彼は資産家だ。	He is a man of wealth.
5617	216949	雌	雌牛は牛乳を供給する。	Cows supply milk.
5618	216950	飼育	牛を飼育する。	I raise cattle.
5619	216951	歯科	彼は歯科医師です。	He is a dentist.
5620	216952	歯磨	歯磨きはどこ？	Where's the toothpaste?
5621	216953	事業	事業に失敗した。	He failed in business.
5622	216954	事項	それが最優先事項です。	That's the number one priority.
5623	216955	事前	事前にお知らせします。	I'll let you know beforehand.
5624	216956	事柄	君の関する事柄ではない。	That is no business of yours.
5625	216957	侍	俺は侍の道で生きてる。	I live by the way of the samurai.
5626	216958	児	彼は戦災孤児だ。	He is a war orphan.
5627	216959	持ち	気持ち悪い！	Gross!
5628	216960	持てる	誰でも車が持てるわけではない。	Not everyone can afford a car.
5629	216961	持続	彼は持続可能な開発の専門家です。	He is a specialist in sustainable development.
5630	216962	時刻表	時刻表が改訂された。	The timetable has been revised.
5631	216963	時差	時差ボケで辛い。	I've got a bad case of jet lag.
5632	216964	時折	時折私は悲しくなる。	At times I feel sad.
5633	216965	次いで	私の計画は相次いで失敗した。	My plan failed time after time.
5634	216966	治まる	腫れが治まるまで、どれぐらいかかりそうですか？	How many days will it take until the swelling goes down?
5635	216967	治安	それは治安の問題です。	It's a public security question.
5636	216968	治療	虫歯を治療しろ。	Treat a decayed tooth.
5637	216969	磁器	その陶磁器は特別な棚に陳列されていた。	The china was displayed in a special cabinet.
5638	216970	磁気	その機械は磁気の力で動く。	Magnetic force drives the mechanism.
5639	216971	耳鼻科	今、耳鼻科にかかっています。	I go to an Ear, Nose, and Throat (ENT) specialist now.
5640	216972	自我	よく「自我が強い」と言われます。	I'm often told I have a strong ego.
5641	216973	自覚	女として自覚なさ過ぎて怖い。	It's scary how little consideration she gives to being a woman.
5642	216974	自己	自己紹介をします。	I'll just introduce myself.
5643	216975	自惚れ	誰でも大なり小なり自惚れはある。	Everyone is more or less conceited.
5644	216976	自在	私の秘書は英語が自由自在だ。	My secretary has a good command of the English language.
5645	216977	自主	靖国神社参拝に関しては閣僚の自主的な判断に任せられている。	The question of worshipping at the Yasukuni Shrine is left to the independent judgement of Cabinet ministers.
5646	216978	自首	その犯人は警察に自首した。	The criminal gave himself up to the police.
5647	216979	自信	彼は自信過剰だ。	He is overconfident.
5648	216980	自尊心	彼女を支えているのは自尊心です。	It's pride that drives her.
5649	216981	自転	自転車がある。	I have a bike.
5650	216982	自動詞	完全自動詞は補語も目的語もとらない。	A complete intransitive verb takes neither complement nor object.
5651	216983	自立	彼は自立した。	He is now on his own.
5652	216984	辞職	辞職します。	I quit.
5653	216985	辞退	辞退せざるを得ません。	I have to decline.
5654	216986	軸	車輪は車軸で回転する。	Wheels turn on axles.
5655	216987	雫	一雫の涙が彼女の頬を伝って落ちた。	A tear rolled down her cheek.
5656	216988	執着	彼女のお金への執着心には際限がない。	Her love of money is without bounds.
5657	216989	失格	彼女は２度のフライングで失格した。	She was disqualified from the race for two false starts.
5658	216990	失調	ニジェールでは50万人もの子供たちが未だ栄養失調に直面している。	Half a million children still face malnutrition in Niger.
