1730	213062	休憩	休憩したい？	Do you want to rest?
1731	213063	及ぼす	それは我々に危害を及ぼすだろう。	It will do harm to us.
1732	213064	吸収	綿は水を吸収する。	Cotton absorbs water.
1733	213065	急激	その党は急激にのびた。	The party gained ground rapidly.
1734	213066	急速	潮が急速に満ちてくる。	The tide is rising fast.
1735	213067	救う	彼は彼女を救うために命をかけた。	He risked his life to save her.
1736	213068	救助	乗組員全員が救助された。	The whole crew was saved.
1737	213069	求める	名声を求めるな。	Don't chase after fame.
1738	213070	球	地球は丸い。	The earth is round.
1739	213071	級	同級生なんです。	They're classmates.
1740	213072	給料	給料はいくら？	What is your salary?
1741	213073	旧	旧車ですか。	Is this a vintage car?
1742	213074	牛	牛肉は高い。	Beef is expensive.
1743	213075	去る	時は飛び去る。	Time flies.
1744	213076	居間	居間の電気は消したの？	Did you turn off the living room light?
1745	213077	居眠り	彼は居眠りをした。	He dozed off.
1746	213078	巨大	木星は巨大だ。	Jupiter is very large.
1747	213079	許す	彼には気を許すな。	Be on your guard against him.
1748	213080	許可	許可が必要ですか？	Do I need permission?
1749	213081	供給	食料の供給は十分だ。	There are abundant food supplies.
1750	213082	競技	彼らは団体競技に参加した。	They participated in the team games.
1751	213083	共に	輝ける魂と共に。	Shine on my brilliant soul.
1752	213084	共通	彼らには、共通点が多い。	They have a lot in common.
1753	213085	共同	共同責任無責任。	Everybody's business is nobody's business.
1754	213086	協力	私は彼と協力した。	I went into partnership with him.
1755	213087	叫ぶ	野原で叫ぶ声がした。	There was a voice crying in the field.
1756	213088	境	同じ心境です。	We feel the same way as you.
1757	213089	強調	私はその点を強調した。	I stressed the point.
1758	213090	強盗	強盗は縛られていた。	The robber was tied up.
1759	213091	強力	彼らはより強力な武器を作った。	They made more powerful arms.
1760	213092	恐れる	失敗を恐れるな。	Don't be afraid of making mistakes.
1761	213093	恐ろしい	ああ、何て恐ろしい。	Oh, how awful!
1762	213094	恐怖	恐怖を感じた。	I felt afraid.
1763	213095	教科書	教科書は、高い。	Textbooks are expensive.
1764	213096	教師	彼は教師です。	He is a teacher.
1765	213097	教授	私は教授です。	I am a professor.
1766	213098	狂う	一つ間違えば一里も狂う。	A miss is as good as a mile.
1767	213099	胸	度胸があるな。	You have got a lot of nerve.
1768	213100	局	結局失敗するさ。	After all, it's sure to fail.
1769	213101	極	外は極寒だ。	It's freezing cold outside.
1770	213102	玉	玉屋！鍵屋！	Jeweler! Locksmith!
1771	213103	僅か	その列車の乗客はほんの僅かしかいない。	There are very few passengers in the train.
1772	213104	勤め	私は毎日勤めに出ます。	I go to work every day.
1773	213105	禁煙	劇場内禁煙。	No smoking in the theater.
1774	213106	禁止	立ち入り禁止。	No Trespassing.
1775	213107	筋	全身筋肉痛だ。	My whole body is sore.
1776	213108	筋肉	全身筋肉痛だ。	My whole body is sore.
