6680	218012	不評	この商品、不評なんだ。	This product isn't popular.
6681	218013	不服	不服従でとがめられた。	I was condemned for my disobedience.
6682	218014	不味い	魚は不味い。	The fish doesn't taste good.
6683	218015	不明	舟は行方不明だ。	The boat is lost.
6684	218016	不良	消化不良です。	I have gas indigestion.
6685	218017	付き	葉が色付き始めた。	The leaves have begun to color.
6686	218018	付け加える	スコット教授の最後の批判に関しては、前回の回答で述べたこと以外に付け加えるものは何もない。	Regarding Professor Scott's final criticism I have nothing more to add to what I said in my previous reply.
6687	218019	付属	カメラを付属品付きで買った。	I bought a camera with its accessories.
6688	218020	付録	今月の付録はアニメのDVDです。	The free gift this month is an anime DVD.
6689	218021	富	彼は大富豪だ。	He is a man of great wealth.
6690	218022	富む	そこは鉄鉱に富む。	Iron ore occurs there in abundance.
6691	218023	富豪	彼は大富豪だ。	He is a man of great wealth.
6692	218024	布告	宣戦布告の理由は判明していない。	The reason for declaring war is not certain.
6693	218025	扶養	彼は扶養家族が多い。	He has a large family.
6694	218026	普遍	それには絶対的で普遍的な意味はない。	It has no absolute and universal significance.
6695	218027	浮気	彼は浮気した。	He cheated.
6696	218028	浮力	塩水の方が淡水よりも浮力が大きい。	Salt water is more buoyant than fresh water.
6697	218029	腐敗	包装は腐敗を減らす。	Food packaging reduces spoilage.
6698	218030	負う	あまり気負うな。	Don't get worked up.
6699	218031	負かす	彼を打ち負かすのは不可能だ。	He is impossible to beat.
6700	218032	負債	あなたはその負債に責任がある。	You are liable for the debt.
6701	218033	負傷	戦闘で負傷した。	He was wounded in the fight.
6702	218034	負担	その責任は彼には負担だ。	That responsibility is a burden to him.
6703	218035	赴く	戦場に赴くカメラマンが不発弾の危険性を知らないのは不思議だ、新聞社は教育を怠ってる。	It is strange that a cameraman heading for a war-zone should not know about the danger of unexploded shells. The newspaper company is being negligent in its training.
6704	218036	赴任	今流行の、単身赴任族の淋しさを、ちょっぴり味わわせてもらったのも、有意義な体験だ。	It was a meaningful experience for me to get a small taste of the loneliness people feel when they've made the now-popular decision to leave their families and work elsewhere.
6705	218037	侮辱	彼は侮辱を受けた。	He was subjected to insult.
6706	218038	武装	兵士は武装する。	Soldiers bear arms.
6707	218039	武力	彼には武力と財力がある。	He has swords and purse.
6708	218040	舞う	彼は堂々と振る舞う。	He carries himself regally.
6709	218041	部	部屋を出ろ。	You must go out of the room.
6710	218042	部下	彼は私の部下だ。	He works under me.
6711	218043	部門	代数は数学の１部門です。	Algebra is a branch of mathematics.
6712	218044	封	封筒がいる。	I need an envelope.
6713	218045	封建	彼を「サー」と呼ぶのは少し封建的に思える。	It seems a bit feudal to call him "sir".
6714	218046	封鎖	この港は封鎖されうる。	The harbor can be blocked.
6715	218047	風車	オランダでは、どこへ行っても風車が見られる。	Go where you will in Holland, you will see windmills.
6716	218048	風習	その風習はすたれつつある。	That custom is on the decrease.
6717	218049	風俗	風俗習慣は国によって大きな違いがある。	Manners and customs vary greatly from country to country.
6718	218050	風土	日本人の精神はその独特の風土に根ざしている。	It is the particular environment that has shaped the Japanese mentality.
6719	218051	副	副作用はありませんか。	Is there any adverse reaction?
6720	218052	復活	クリスト復活！	Christ is risen!
6721	218053	復旧	現在、通常のサービスの早急な復旧に努めています。	We are currently working to restore normal service as soon as possible.
6722	218054	復興	日本の戦後の復興は有名な話である。	Japan is a famous come-back story after World War II.
6723	218055	福	無知は幸福。	Ignorance is bliss.
6724	218056	福祉	公共の福祉のために働く。	I work for public welfare.
6725	218057	腹立ち	彼女は腹立ちまぎれに婚約を破棄した。	She broke off her engagement in a fit of anger.
6726	218058	複合	トムは新しい複合機を買った。	Tom bought a new multifunction printer.
6727	218059	覆す	従来の常識を覆す発明というのは、普通とは違う現象に気づく能力と関係がある。	Innovation has something to do with the faculty to notice unusual phenomena.
6728	218060	覆面	覆面をした男達が旅客を襲って金を奪った。	Masked men held up the passengers and robbed them of their money.
6729	218061	沸騰	水は100度で沸騰する。	Water boils at 100 degrees.
6730	218062	仏像	彼は木から仏像を彫った。	He carved a Buddhist image out of wood.
6731	218063	物議	その作品が画壇に大いに物議をかもした。	This artwork excited much controversy in the world of art.
6732	218064	物好き	甘い物好きですか。	Do you care for sweets?
6733	218065	物資	被災地に救援物資が急送された。	Relief supplies were raced to the disaster area.
6734	218066	物足りない	このドラマは単純な勧善懲悪もので、今一つ深みに欠けて物足りない。	This drama is missing something. All it is is a simple cautionary tale with no real depth.
6735	218067	物体	その物体の表面はかなり粗い。	The surface of the object is fairly rough.
6736	218068	分散	私は毎朝３０分散歩をすることにしている。	I make it a rule to take a walk for half an hour every morning.
6737	218069	分担	タクシー代は君と分担しよう。	I will share the cost of the taxi with you.
6738	218070	分配	彼らは利益を公平に分配した。	They allotted the profits fairly.
6739	218071	分母	充分母乳を飲んでくれません。	She doesn't drink enough breast milk.
6740	218072	分離	最高裁が人種分離教育を攻撃。	The Supreme Court attacks school segregation.
6741	218073	分裂	党派は二つに分裂した。	The party was split up into two.
6742	218074	噴出	間欠泉は２時間毎に湯を噴出する。	The geyser sends up a column of hot water every two hours.
6743	218075	憤慨	彼女は侮辱されて憤慨した。	She smarted from the insult.
6744	218076	奮闘	暮らしのために奮闘している。	She struggles for her living.
6745	218077	粉々	瓶は粉々に割れた。	The bottle smashed to pieces.
6746	218078	粉末	アルミニウム、マグネシウム、シリコンなどの粉末が爆発する。	Powders of aluminium, magnesium, silicon, etc. explode.
6747	218079	紛らわしい	これはちょっと紛らわしいな。	This is a bit confusing.
6748	218080	紛失	多額の金が紛失した。	Not a little money was lost.
6749	218081	紛争	彼らはその紛争を終わらせた。	They brought the trouble to an end.
6750	218082	文化財	この建物は国の文化財です。	This building is a national cultural asset.
6751	218083	文書	途中で文書を強奪された。	We were robbed of the documents on the way.
6752	218084	聞き取り	大阪の方言は聞き取り難い。	It's hard to catch words in the Osakan dialect.
6753	218085	兵器	この兵器では歯が立たない。	This weaponry is no match for it.
6754	218086	兵士	兵士は武装する。	Soldiers bear arms.
6755	218087	平たい	古代人たちは地球は平たいと信じていた。	The ancients believed the earth was flat.
6756	218088	平行	二線は平行するとせよ。	Let the two lines be parallel.
6757	218089	平常	平常通り営業いたします。	Business as usual.
6758	218090	平方	3の平方根は√3と−√3である。	The square roots of 3 are √3 and -√3.
6759	218091	並み	農作物は平年並みだ。	The crops are up to the average.
6760	218092	閉口	君のわがままには閉口する。	I'm annoyed at your selfishness.
6761	218093	閉鎖	道は閉鎖中だ。	The road is closed.
6762	218094	偏	偏頭痛がします。	I have a migraine.
6763	218095	偏る	ハンバーガーばかり食べていると、栄養が偏るよ。	Your diet is going to be really unbalanced if all you eat is hamburgers.
6764	218096	偏見	彼らは偏見と戦った。	They contended against prejudice.
6765	218097	変革	社会の変革が急務である。	There is an urgent need for social change.
6766	218098	変遷	表面上、本書の大部分は一連の事例の変遷を記録したものである。	On the surface the book consists mostly of a series of case histories.
6767	218099	変動	気候変動は事実です。	Climate change is real.
6768	218100	片言	トムは片言のフランス語しか話せない。	Tom can speak only a little French.
6769	218101	片思い	それは片思いの恋だった。	It was a one-sided love affair.
6770	218102	片付け	片付けなさいよ。	Straighten up.
6771	218103	編	列車は１５両編成だ。	The train is made up of fifteen cars.
6772	218104	返る	後ろを振り返るな。	Don't look back.
6773	218105	返済	私は父の借金返済を免除された。	I was absolved from paying my father's debt.
6774	218106	返答	私は返答に窮した。	I was at a loss for an answer.
6775	218107	便宜	公衆の便宜は尊重されねばならない。	The public convenience should be respected.
6776	218108	弁解	弁解しても無駄だ。	It is no use excusing yourself.
6777	218109	弁護	母は弁護士です。	My mother is a lawyer.
6778	218110	弁償	弁償させてくれよ。	I'd like to replace it.
6779	218111	弁論	私は幸いにもその弁論大会で優勝した。	I had the fortune to win the first prize in the speech contest.
6780	218112	保つ	名声を保つことは難しい。	It is hard to maintain one's reputation.
6781	218113	保育	しげみちゃんを保育園に迎えに行ってもらえる？	Could you please pick Shigemi up for me at the day-care center?
6782	218114	保温	USBバスパワーで暖かい飲み物の入ったカップを保温しておくという製品が発売された。	A product has been launched that uses the power from the USB to keep hot drinks warm.
6783	218115	保管	薬はどこに保管してるの？	Where do you keep your medicine?
6784	218116	保険	保険料は幾らですか。	How much is the premium?
6785	218117	保護	親は子供たちを保護する。	Parents provide protection for their children.
6786	218118	保守	彼は保守寄りだ。	He is conservative to a degree.
6787	218119	保障	トムの社会保障番号って何？	What's Tom's social security number?
6788	218120	保母	息子の保育園の保母さんにクレームをつけたいと思っています。	I'm thinking about complaining about my son's teacher at the kindergarten.
6789	218121	保養	彼らは去年の夏は山地の保養地へ行った。	They went to a resort in the mountains last summer.
6790	218122	舗装	この道路は未舗装で凸凹している。	This road is unpaved and uneven.
6791	218123	捕らえる	なんであれ物事の本体を捕らえる事が肝心だ。	No matter what the problem is, it's essential to get at the heart of the matter.
6792	218124	捕獲	彼らはキツネを罠で捕獲しました。	They trapped the fox.
6793	218125	捕鯨	国際的批判に直面して捕鯨をやめた国がいくつかある。	Some countries have stopped whaling in the face of international criticism.
6794	218126	捕虜	私は捕虜です。	I'm a prisoner.
6795	218127	歩	彼女は歩く。	She walks.
6796	218128	歩み	彼は彼女の方に歩み寄った。	He walked up to her.
6797	218129	歩む	学び続けるのは成功の道を歩む人だ。	People who keep on learning are those who follow the path of success.
6798	218130	補給	補給が尽きはじめている。	The supplies are beginning to give out.
6799	218131	補強	彼らは村を洪水から守るために堤防を補強した。	They strengthened the embankments to protect the village from flooding.
6800	218132	補充	空所を補充せよ。	Fill in the blanks.
6801	218133	補助	何か補助はありませんか？	Is there any help available?
6802	218134	補償	誰がその損害を補償するの？	Who will compensate for the loss?
6803	218135	補足	彼の説明に何か補足することがありますか。	Do you have anything to add to his explanation?
6804	218136	穂	話の接ぎ穂がなくて困った。	He found it very hard to keep the conversation going.
6805	218137	募る	寒さは募る一方です。	The cold just grows stronger.
6806	218138	募金	募金するのですか。	Do you give to charity?
6807	218139	墓地	彼はこの墓地に埋葬されている。	He was buried in this graveyard.
6808	218140	慕う	僕は彼女を慕う気持ちを拭えなかった。	I couldn't stop myself from longing for her.
6809	218141	母校	私たちは母校を訪れた。	We visited our old school.
6810	218142	倣	全ての子供には、尊敬し模倣する人が必要だ。	Every child needs someone to look up to and copy.
6811	218143	呆れる	正直が聞いて呆れるよ。	Him, honest? What a joke!
6812	218144	呆然	周りの人は呆然としていた。	The people around were stunned.
6813	218145	報酬	これは過分の報酬だ。	This is more than I have earned.
6814	218146	報道	報道陣の方ですね。	You're a reporter.
6815	218147	奉仕	彼は数週間共同募金運動に奉仕した。	He worked for weeks on behalf of the community chest.
6816	218148	峰	その峰は雲の上にそびえている。	The peak rises above the clouds.
6817	218149	崩壊	床が崩壊した。	The floor gave way.
6818	218150	捧げる	彼らは１２月２４日の晩、熱心に祈りを捧げる。	They offer an earnest prayer on the evening of December 24.
6819	218151	放り出す	静かにしていろ。さもないとここから放り出すぞ。	Keep silent, or I will throw you out of here.
6820	218152	放棄	その計画は放棄された。	The plans were discarded.
6821	218153	放射	今回の雨には放射能はない。	The rain is radiologically inactive this time.
6822	218154	放射能	今回の雨には放射能はない。	The rain is radiologically inactive this time.
6823	218155	放出	植物は栄養物を作っているとき、酸素を放出する。	Plants give off oxygen as they make food.
6824	218156	放置	とんでもない欠陥が放置されてた。	I neglected some ridiculous flaws.
6825	218157	方策	正直は最良の方策。	Honesty is the best policy.
6826	218158	方式	彼は新しい方式を編み出した。	He worked out a new formula.
6827	218159	法案	法案は両院を通った。	The bill passed both Houses.
6828	218160	法学	彼は法学修士の学位を得た。	He got a master's degree in law.
6829	218161	法廷	法廷は来週開廷される。	The court will sit next week.
6830	218162	蜂蜜	それね、蜂蜜よ。	That's honey.
6831	218163	褒美	褒美をやろう。	You shall have a reward.
6832	218164	訪れる	春は冬と夏の間に訪れる。	Spring comes between winter and summer.
6833	218165	豊作	毎年小麦は豊作だ。	The wheat crop bears a good harvest every year.
6834	218166	飽和	ゲーム機の国内市場は飽和状態で、大きなヒットは期待できない。	Being that the domestic game market is saturated, one can't hope for a big hit.
6835	218167	乏しい	彼は話題の乏しい人だ。	He has no small talk.
6836	218168	傍ら	彼は読書をし、その傍らで妻が手袋を編んでいた。	He sat reading, with his wife knitting a pair of gloves beside him.
6837	218169	坊ちゃん	御坊ちゃんに幸あれ。	All our best to that little boy.
6838	218170	妨害	彼は他人の私事を妨害する。	He invades the privacy of others.
6839	218171	暴動	暴動が治まった。	The riot was put down.
6840	218172	暴風	暴風雨には雷が伴った。	The storm was accompanied with thunder.
