8880	220460	火遊び	危険な火遊びだ。	
8881	220461	玉の輿	玉の輿に乗る。	
8882	220462	青信号	ゴーサインは青信号だ。	
8883	220463	青天井	物価は青天井だ。	
8884	220464	蝉時雨	蝉時雨の夏の朝だ。	
8885	220465	巣立つ	子鳥が巣立つ。	
8886	220466	虫の息	虫の息で救出された。	
8887	220467	天狗話	天狗話が始まった。	
8888	220468	兎の毛	兎の毛ほどの額だ。	
8889	220469	乳臭い	乳臭い理屈を並べるな。	
8890	220470	蜂の巣	蜂の巣にされた的だ。	
8891	220471	玉に瑕	玉に瑕の大会だった。	
8892	220472	逃げ腰	逃げ腰を見せるな。	
8893	220473	夢物語	夢物語に聞こえる計画だ。	
8894	220474	走馬灯	人生の走馬灯が巡る。	
8895	220475	百人力	彼の言葉は百人力だ。	
8896	220476	畳水練	畳水練では泳げない。	
8897	220477	釘付け	その場に釘付けになった。	
8898	220478	左団扇	左団扇で暮らす。	
8899	220479	関の山	関の山、千円しか出せない。	
8900	220480	息の根	息の根を止める。	
8901	220481	風の子	風の子元気な子だ。	
8902	220482	畑水練	畑水練に終わる。	
8903	220483	蹴破る	扉を蹴破る。	
8904	220484	手の者	手の者を派遣する。	
8905	220485	夜の帳	夜の帳が下りる。	
8906	220486	飴と鞭	飴と鞭の指導法だ。	
8907	220487	茨の道	人生は茨の道だ。	
8908	220488	水の泡	努力が水の泡になる。	
8909	220489	安全牌	安全牌しか持たない。	
8910	220490	線引き	善悪の線引きは難しい。	
8911	220491	雪と墨	評判は雪と墨だ。	
8912	220492	籠の鳥	籠の鳥の生活だ。	
8913	220493	風に柳	風に柳で受け流す。	
8914	220494	爪の垢	爪の垢を煎じて飲みたい。	
8915	220495	ぎんた	ぎんたの場合に備える。	
8916	220496	桜咲く	合格通知で桜咲く。	
8917	220497	桜散る	今年も桜散る。	
8918	220498	最後屁	最後屁の一発を放つ。	
8919	220499	神の子	彼はサッカーの神の子だ。	
8920	220500	膳立て	会談の膳立てをする。	
8921	220501	竹に雀	二人は竹に雀だ。	
8922	220502	土足で	土足で部屋に上がる。	
8923	220503	糠に釘	糠に釘でまったく効かない。	
8924	220504	闇の女	夜の街に闇の女たちだ。	
8925	220505	耳タコ	母の説教には耳タコだ。	
8926	220506	腰だめ	腰だめで挑んで失敗した。	
8927	220507	虎に翼	新装備で虎に翼だ。	
8928	220508	天の声	天の声が聞こえた。	
8929	220509	飯の種	これが俺の飯の種だ。	
8930	220510	年食う	子どもの成長で年食う思いだ。	
8931	220511	米百俵	米百俵の精神で投資する。	
8932	220512	火の海	街が火の海になった。	
8933	220513	油に水	二人は油に水だ。	
8934	220514	風の噂	風の噂を聞く。	
8935	220515	梅に鶯	あの二人は梅に鶯だ。	
8936	220516	火に油	議論に火に油を注ぐ。	
8937	220517	大天狗	少し評判が上がって大天狗だ。	
8938	220518	小天狗	若武者は小天狗と呼ばれた。	
8939	220519	蔵入り	その企画は蔵入りになった。	
8940	220520	厚い壁	優勝への厚い壁だ。	
8941	220521	吾が仏	吾が仏よ、お前だけが真実だ。	
8942	220522	我が仏	我が仏のようなどんな家だ。	
